issue,openTime,seqFrontWinningNum,seqBackWinningNum,saleMoney,r9SaleMoney,prizePoolMoney,fixPoolMoney,week,tryCode,djEndTime,awardEndDesc,specialNotes,fixUBound,floatBound,winnerDetails,红球1,红球2,红球3,红球4,红球5,红球6,红球7,篮球
2021007,2021-01-15,05 04 26 22 23 30 06,3,6247302,,0.0,,星期五,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '1', 'awardMoney': '1141908', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '17', 'awardMoney': '9595', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '329', 'awardMoney': '991', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1067', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '10280', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '17917', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '104662', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,5,6,22,23,26,30,3
2021006,2021-01-13,29 14 15 27 17 05 07,20,4711604,,0.0,,星期三,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '2', 'awardMoney': '493218', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '11', 'awardMoney': '12810', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '217', 'awardMoney': '1298', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '611', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '6500', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '10098', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '70262', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,7,14,15,17,27,29,20
2021005,2021-01-11,02 23 28 24 18 04 29,9,6123484,,0.0,,星期一,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '2', 'awardMoney': '1199777', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '13', 'awardMoney': '15667', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '222', 'awardMoney': '1834', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '911', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '5942', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '14210', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '68463', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,4,18,23,24,28,29,9
2021004,2021-01-08,06 26 09 25 15 08 18,16,6165272,,973800.0,,星期五,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '16', 'awardMoney': '8694', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '453', 'awardMoney': '614', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1036', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '13283', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '15128', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '121442', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,8,9,15,18,25,26,16
2021003,2021-01-06,24 04 27 12 11 05 09,7,4802716,,0.0,,星期三,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '2', 'awardMoney': '438049', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '21', 'awardMoney': '5959', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '297', 'awardMoney': '842', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1004', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '7532', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '15860', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '73152', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,5,9,11,12,24,27,7
2021002,2021-01-04,26 13 23 10 02 16 03,8,5183344,,0.0,,星期一,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '1', 'awardMoney': '1167651', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '11', 'awardMoney': '15164', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '203', 'awardMoney': '1643', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '714', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '5767', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '11737', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '64649', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,3,10,13,16,23,26,8
2021001,2021-01-01,03 10 22 17 09 24 11,13,7653422,,0.0,,星期五,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '2', 'awardMoney': '1266350', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '15', 'awardMoney': '14614', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '322', 'awardMoney': '1361', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1052', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '11251', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '18391', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '120221', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,9,10,11,17,22,24,13
2020135,2020-12-30,07 24 25 29 04 05 02,28,4850534,,998152.0,,星期三,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '8', 'awardMoney': '17824', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '179', 'awardMoney': '1593', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '597', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '6658', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '11633', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '76440', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,4,5,7,24,25,29,28
2020134,2020-12-28,26 14 04 19 03 10 01,15,5290350,,0.0,,星期一,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '2', 'awardMoney': '546193', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '9', 'awardMoney': '17339', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '217', 'awardMoney': '1438', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '923', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '6427', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '16275', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '72604', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,3,4,10,14,19,26,15
2020133,2020-12-25,16 22 08 09 11 02 30,20,6917844,,0.0,,星期五,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '1', 'awardMoney': '1495790', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '25', 'awardMoney': '8547', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '279', 'awardMoney': '1531', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '792', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '9066', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '13272', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '101696', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,8,9,11,16,22,30,20
2020132,2020-12-23,17 19 07 03 13 06 28,8,4977266,,0.0,,星期三,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '1', 'awardMoney': '930289', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '6', 'awardMoney': '22149', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '278', 'awardMoney': '956', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '812', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '7911', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '13612', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '83161', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,6,7,13,17,19,28,8
2020131,2020-12-21,08 25 01 11 06 20 26,2,5322660,,0.0,,星期一,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '1', 'awardMoney': '1184752', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '6', 'awardMoney': '28208', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '328', 'awardMoney': '1032', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '550', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '7003', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '9874', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '71342', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,6,8,11,20,25,26,2
2020130,2020-12-18,05 21 09 13 18 25 10,11,8552218,,0.0,,星期五,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '5', 'awardMoney': '562602', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '11', 'awardMoney': '21151', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '559', 'awardMoney': '832', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '920', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '15151', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '17589', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '149295', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,9,10,13,18,21,25,11
2020129,2020-12-16,23 28 27 20 17 09 29,11,4948996,,1184342.0,,星期三,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '8', 'awardMoney': '21148', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '117', 'awardMoney': '2892', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '403', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '5009', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '8302', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '63804', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,17,20,23,27,28,29,11
2020128,2020-12-14,17 29 26 22 13 18 16,5,8793366,,0.0,,星期一,,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '2', 'awardMoney': '2584559', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '23', 'awardMoney': '12965', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '278', 'awardMoney': '2145', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1060', 'awardMoney': '200', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '8265', 'awardMoney': '50', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '20451', 'awardMoney': '10', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '99394', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",13,16,17,18,22,26,29,5
