issue,openTime,pool_full_size,pool_size_drop0,cover_full_drop0,hit_drop0_top15,hit_drop0_top20,hit_drop0_top25,hit_drop0_top30,hit_drop0_top40,pool_size_drop10,cover_full_drop10,hit_drop10_top15,hit_drop10_top20,hit_drop10_top25,hit_drop10_top30,hit_drop10_top40,pool_size_drop20,cover_full_drop20,hit_drop20_top15,hit_drop20_top20,hit_drop20_top25,hit_drop20_top30,hit_drop20_top40,pool_size_drop30,cover_full_drop30,hit_drop30_top15,hit_drop30_top20,hit_drop30_top25,hit_drop30_top30,hit_drop30_top40,pool_size_drop40,cover_full_drop40,hit_drop40_top15,hit_drop40_top20,hit_drop40_top25,hit_drop40_top30,hit_drop40_top40,pool_size_drop50,cover_full_drop50,hit_drop50_top15,hit_drop50_top20,hit_drop50_top25,hit_drop50_top30,hit_drop50_top40
2025271,2025-10-12,68,68,18,4,5,5,7,11,58,13,4,5,5,7,11,48,13,4,5,5,7,11,38,10,4,5,5,7,10,28,9,4,5,8,9,9,18,3,2,3,3,3,3
2025272,2025-10-13,67,67,16,4,5,6,7,9,57,14,4,5,6,7,9,47,10,4,5,6,7,9,37,8,4,5,6,7,8,27,7,4,5,6,7,7,17,5,4,5,5,5,5
2025273,2025-10-14,68,68,18,4,4,5,7,10,58,14,4,4,5,7,10,48,14,4,4,5,7,10,38,9,4,4,5,7,9,28,5,4,4,4,5,5,18,4,4,4,4,4,4
2025274,2025-10-15,70,70,17,3,4,5,5,7,60,13,3,4,5,5,7,50,11,3,4,5,5,7,40,7,3,4,5,5,7,30,6,3,4,5,6,6,20,4,3,4,4,4,4
2025275,2025-10-16,67,67,16,5,6,7,7,9,57,14,5,6,7,7,9,47,10,5,6,7,7,9,37,7,5,6,7,7,7,27,7,5,6,7,7,7,17,5,4,5,5,5,5
2025276,2025-10-17,65,65,16,3,3,5,5,10,55,14,3,3,5,5,10,45,11,3,3,5,5,10,35,9,3,3,5,5,9,25,3,3,3,3,3,3,15,2,2,2,2,2,2
2025277,2025-10-18,71,71,18,3,5,7,7,11,61,18,3,5,7,7,11,51,17,3,5,7,7,11,41,12,3,5,7,7,12,31,10,3,5,7,9,10,21,4,2,3,4,4,4
2025278,2025-10-19,67,67,15,2,3,4,5,8,57,13,2,3,4,5,8,47,9,2,3,4,5,8,37,5,2,3,4,5,5,27,4,2,3,4,4,4,17,1,1,1,1,1,1
2025279,2025-10-20,71,71,18,2,3,4,4,7,61,15,2,3,4,4,7,51,10,2,3,4,4,7,41,7,2,3,4,4,7,31,5,2,3,4,5,5,21,3,2,3,3,3,3
2025280,2025-10-21,71,71,17,5,7,7,9,11,61,15,5,7,7,9,11,51,13,5,7,7,9,11,41,12,5,7,7,9,11,31,11,5,7,7,11,11,21,7,5,6,7,7,7
2025281,2025-10-22,66,66,19,6,9,10,10,12,56,17,6,9,10,10,12,46,13,6,9,10,10,12,36,11,6,9,10,10,11,26,9,6,9,9,9,9,16,8,7,8,8,8,8
2025282,2025-10-23,62,62,16,4,5,7,9,13,52,14,4,5,7,9,13,42,12,4,5,7,9,12,32,11,4,5,7,11,11,22,6,4,5,6,6,6,12,3,3,3,3,3,3
2025283,2025-10-24,70,70,19,3,4,5,5,7,60,13,3,4,5,5,7,50,9,3,4,5,5,7,40,8,3,4,5,5,8,30,6,3,4,6,6,6,20,4,2,4,4,4,4
2025284,2025-10-25,68,68,18,5,6,7,7,10,58,16,5,6,7,7,10,48,15,5,6,7,7,10,38,9,5,6,7,7,9,28,7,5,6,7,7,7,18,5,5,5,5,5,5
2025285,2025-10-26,70,70,17,5,5,7,8,11,60,15,5,5,7,8,11,50,14,5,5,7,8,11,40,11,5,5,7,8,11,30,6,5,5,6,6,6,20,6,5,6,6,6,6
2025286,2025-10-27,68,68,18,5,5,5,6,10,58,15,5,5,5,6,10,48,12,5,5,5,6,10,38,8,5,5,5,6,8,28,6,5,5,6,6,6,18,4,4,4,4,4,4
2025287,2025-10-28,67,67,17,4,4,4,5,8,57,11,4,4,4,5,8,47,8,4,4,4,5,8,37,5,4,4,4,5,5,27,5,4,4,5,5,5,17,4,4,4,4,4,4
2025288,2025-10-29,70,70,19,3,5,7,8,10,60,18,3,5,7,8,10,50,12,3,5,7,8,10,40,11,3,5,7,8,11,30,9,3,5,7,9,9,20,6,3,6,6,6,6
2025289,2025-10-30,66,66,17,5,7,8,9,11,56,15,5,7,8,9,11,46,12,5,7,8,9,11,36,10,5,7,8,9,10,26,8,5,7,8,8,8,16,6,6,6,6,6,6
2025290,2025-10-31,66,66,17,6,8,8,8,10,56,16,6,8,8,8,10,46,11,6,8,8,8,11,36,9,6,8,8,8,9,26,9,6,8,9,9,9,16,7,7,7,7,7,7
2025291,2025-11-01,64,64,16,3,4,6,8,10,54,13,3,4,6,8,10,44,10,3,4,6,8,10,34,8,3,4,6,7,8,24,4,3,3,4,4,4,14,2,2,2,2,2,2
2025292,2025-11-02,67,67,17,3,5,6,7,11,57,15,3,5,6,7,11,47,12,3,5,6,7,11,37,10,3,5,6,7,10,27,6,3,5,6,6,6,17,3,3,3,3,3,3
2025293,2025-11-03,69,69,19,3,5,6,7,10,59,16,3,5,6,7,10,49,14,3,5,6,7,10,39,10,3,5,6,7,10,29,7,3,5,6,7,7,19,4,3,4,4,4,4
2025294,2025-11-04,70,70,18,4,5,7,8,11,60,18,4,5,7,8,11,50,14,4,5,7,8,11,40,10,4,5,7,8,10,30,8,4,5,7,8,8,20,5,3,5,5,5,5
2025295,2025-11-05,69,69,16,6,8,10,10,12,59,14,6,8,10,10,12,49,12,6,8,10,10,12,39,12,6,8,10,10,12,29,12,6,8,10,12,12,19,7,5,7,7,7,7
2025296,2025-11-06,64,64,15,0,0,1,2,5,54,12,0,0,1,2,5,44,8,0,0,1,2,6,34,4,0,0,1,2,4,24,1,0,1,1,1,1,14,0,0,0,0,0,0
2025297,2025-11-07,70,70,20,8,8,9,10,10,60,17,8,8,9,10,10,50,15,8,8,9,10,10,40,12,8,8,9,10,12,30,9,8,8,9,9,9,20,9,8,9,9,9,9
2025298,2025-11-08,66,66,18,3,3,5,6,11,56,15,3,3,5,6,11,46,11,3,3,5,6,11,36,7,3,3,5,6,7,26,6,3,4,6,6,6,16,3,3,3,3,3,3
2025299,2025-11-09,67,67,15,2,3,3,5,6,57,10,2,3,3,5,6,47,7,2,3,3,5,6,37,6,2,3,3,5,6,27,3,2,3,3,3,3,17,2,2,2,2,2,2
2025300,2025-11-10,71,71,18,5,7,9,11,11,61,15,5,7,9,11,11,51,15,5,7,9,11,11,41,12,5,7,9,11,11,31,10,5,7,9,10,10,21,8,5,8,8,8,8
2025301,2025-11-11,64,64,17,2,3,5,9,10,54,13,2,3,5,9,10,44,11,2,3,5,9,10,34,8,2,3,5,8,8,24,6,2,2,6,6,6,14,1,1,1,1,1,1
2025302,2025-11-12,70,70,18,5,6,6,7,9,60,14,5,6,6,7,9,50,12,5,6,6,7,9,40,10,5,6,6,7,10,30,8,5,6,6,8,8,20,6,5,6,6,6,6
2025303,2025-11-13,69,69,17,4,6,7,7,10,59,15,4,6,7,7,10,49,13,4,6,7,7,10,39,10,4,6,7,7,10,29,8,4,6,8,8,8,19,7,6,7,7,7,7
2025304,2025-11-14,65,65,16,2,5,7,7,8,55,12,2,5,7,7,8,45,9,2,5,7,7,8,35,7,2,5,7,7,7,25,6,2,6,6,6,6,15,5,5,5,5,5,5
2025305,2025-11-15,66,66,15,3,6,7,9,13,56,15,3,6,7,9,13,46,14,3,6,7,9,13,36,11,3,6,7,9,11,26,8,3,6,8,8,8,16,4,4,4,4,4,4
2025306,2025-11-16,66,66,17,4,4,4,6,9,56,12,4,4,4,6,9,46,10,4,4,4,6,9,36,8,4,4,4,6,8,26,5,4,4,5,5,5,16,1,1,1,1,1,1
2025307,2025-11-17,71,71,18,3,4,5,5,9,61,15,3,4,5,5,9,51,12,3,4,5,5,9,41,9,3,4,5,5,9,31,6,3,4,5,6,6,21,4,4,4,4,4,4
2025308,2025-11-18,70,70,18,5,6,7,8,9,60,14,5,6,7,8,9,50,11,5,6,7,8,9,40,9,5,6,7,8,9,30,7,5,6,7,7,7,20,4,3,4,4,4,4
2025309,2025-11-19,66,66,18,2,3,4,7,9,56,15,2,3,4,7,9,46,11,2,3,4,7,9,36,8,2,3,4,7,8,26,4,2,3,4,4,4,16,3,3,3,3,3,3
2025310,2025-11-20,72,72,20,4,6,6,8,10,62,19,4,6,6,8,10,52,14,4,6,6,8,10,42,10,4,6,6,8,10,32,7,4,6,6,7,7,22,5,4,5,5,5,5
2025311,2025-11-21,69,69,20,4,6,7,7,11,59,15,4,6,7,7,11,49,13,4,6,7,7,11,39,11,4,6,7,7,11,29,9,4,6,7,9,9,19,5,4,5,5,5,5
2025312,2025-11-22,69,69,16,6,8,9,9,10,59,15,6,8,9,9,10,49,13,6,8,9,9,10,39,10,6,8,9,9,10,29,10,6,8,9,10,10,19,7,6,7,7,7,7
2025313,2025-11-23,64,64,13,3,4,6,8,9,54,11,3,4,6,8,9,44,9,3,4,6,8,9,34,9,3,4,6,8,9,24,7,3,5,7,7,7,14,3,3,3,3,3,3
2025314,2025-11-24,67,67,15,5,6,8,9,10,57,15,5,6,8,9,10,47,14,5,6,8,9,10,37,10,5,6,8,9,10,27,9,5,7,9,9,9,17,5,5,5,5,5,5
2025315,2025-11-25,65,65,18,4,7,8,8,11,55,15,4,7,8,8,11,45,13,4,7,8,8,11,35,9,4,7,8,8,9,25,7,4,6,7,7,7,15,5,5,5,5,5,5
2025316,2025-11-26,65,65,18,4,5,6,9,13,55,17,4,5,6,9,13,45,14,4,5,6,9,13,35,12,4,5,6,9,12,25,7,4,5,7,7,7,15,4,4,4,4,4,4
2025317,2025-11-27,68,68,17,5,7,9,11,14,58,17,5,7,9,11,14,48,15,5,7,9,11,14,38,12,5,7,9,11,12,28,10,5,7,9,10,10,18,7,5,7,7,7,7
2025318,2025-11-28,66,66,15,4,5,6,9,9,56,13,4,5,6,9,9,46,11,4,5,6,9,9,36,9,4,5,6,9,9,26,8,4,5,8,8,8,16,5,5,5,5,5,5
2025319,2025-11-29,67,67,18,6,7,8,8,11,57,17,6,7,8,8,11,47,12,6,7,8,8,11,37,10,6,7,8,8,10,27,8,6,7,8,8,8,17,5,4,5,5,5,5
2025320,2025-11-30,66,66,15,4,5,5,6,9,56,11,4,5,5,6,9,46,10,4,5,5,6,9,36,7,4,5,5,6,7,26,6,4,5,6,6,6,16,4,4,4,4,4,4
2025321,2025-12-01,68,68,18,3,3,4,5,9,58,15,3,3,4,5,9,48,12,3,3,4,5,9,38,8,3,3,4,5,8,28,7,3,3,4,7,7,18,2,2,2,2,2,2
2025322,2025-12-02,70,70,19,2,4,6,9,11,60,17,2,4,6,9,11,50,14,2,4,6,9,11,40,12,2,4,6,9,12,30,7,2,4,6,7,7,20,3,2,3,3,3,3
2025323,2025-12-03,69,69,17,3,6,9,10,11,59,12,3,6,9,10,11,49,11,3,6,9,10,11,39,11,3,6,9,10,11,29,10,3,6,9,10,10,19,6,4,6,6,6,6
2025324,2025-12-04,66,66,19,3,6,6,7,10,56,13,3,6,6,7,10,46,12,3,6,6,7,10,36,9,3,6,6,7,9,26,7,3,6,7,7,7,16,6,6,6,6,6,6
2025325,2025-12-05,68,68,15,2,2,3,6,11,58,14,2,2,3,6,11,48,12,2,2,3,6,11,38,9,2,2,3,6,9,28,5,2,2,3,5,5,18,2,1,2,2,2,2
2025326,2025-12-06,70,70,18,4,5,6,8,12,60,16,4,5,6,8,12,50,13,4,5,6,8,12,40,13,4,5,6,8,13,30,9,4,5,6,9,9,20,5,4,5,5,5,5
2025327,2025-12-07,67,67,16,4,6,6,6,10,57,14,4,6,6,6,10,47,14,4,6,6,6,10,37,7,4,6,6,6,7,27,6,4,6,6,6,6,17,3,3,3,3,3,3
2025328,2025-12-08,67,67,18,3,6,8,8,9,57,14,3,6,8,8,9,47,12,3,6,8,8,9,37,10,3,6,8,8,10,27,8,3,6,8,8,8,17,6,5,6,6,6,6
2025329,2025-12-09,67,67,17,4,4,4,5,8,57,13,4,4,4,5,8,47,8,4,4,4,5,8,37,6,4,4,4,5,6,27,5,4,4,5,5,5,17,3,3,3,3,3,3
2025330,2025-12-10,71,71,17,4,7,9,10,11,61,16,4,7,9,10,11,51,12,4,7,9,10,11,41,11,4,7,9,10,11,31,10,4,7,9,10,10,21,7,5,7,7,7,7
2025331,2025-12-11,64,64,18,4,6,7,10,13,54,16,4,6,7,10,13,44,14,4,6,7,10,13,34,10,4,6,7,10,10,24,8,4,5,8,8,8,14,3,3,3,3,3,3
2025332,2025-12-12,67,67,19,8,8,11,13,15,57,19,8,8,11,13,15,47,17,8,8,11,13,15,37,15,8,8,11,13,15,27,11,8,8,11,11,11,17,9,9,9,9,9,9
2025333,2025-12-13,66,66,17,2,3,5,6,10,56,13,2,3,5,6,10,46,10,2,3,5,6,10,36,8,2,3,5,6,8,26,4,2,3,3,4,4,16,2,2,2,2,2,2
2025334,2025-12-14,69,69,16,4,6,7,8,11,59,12,4,6,7,8,11,49,11,4,6,7,8,11,39,10,4,6,7,8,10,29,9,4,6,7,9,9,19,4,4,4,4,4,4
2025335,2025-12-15,69,69,17,1,1,2,4,8,59,16,1,1,2,4,8,49,13,1,1,2,4,8,39,8,1,1,2,4,8,29,5,1,1,3,5,5,19,1,1,1,1,1,1
2025336,2025-12-16,71,71,20,4,5,6,7,10,61,17,4,5,6,7,10,51,15,4,5,6,7,10,41,10,4,5,6,7,10,31,8,4,5,6,7,8,21,5,4,5,5,5,5
2025337,2025-12-17,70,70,16,4,4,6,7,11,60,14,4,4,6,7,11,50,13,4,4,6,7,11,40,11,4,4,6,7,11,30,7,4,4,6,7,7,20,6,5,6,6,6,6
2025338,2025-12-18,67,67,19,8,9,11,14,16,57,19,8,9,11,14,16,47,17,8,9,11,14,16,37,15,8,9,11,14,15,27,11,8,9,11,11,11,17,7,6,7,7,7,7
2025339,2025-12-19,64,64,17,6,8,8,9,10,54,15,6,8,8,9,10,44,12,6,8,8,9,10,34,9,6,8,8,9,9,24,8,6,7,8,8,8,14,6,6,6,6,6,6
2025340,2025-12-20,65,65,16,2,3,6,7,8,55,12,2,3,6,7,8,45,9,2,3,6,7,8,35,6,2,3,6,6,6,25,5,2,4,5,5,5,15,2,2,2,2,2,2
2025341,2025-12-21,69,69,17,7,10,10,11,13,59,14,7,10,10,11,13,49,13,7,10,10,11,13,39,12,7,10,10,11,12,29,10,7,10,10,10,10,19,8,8,8,8,8,8
2025342,2025-12-22,64,64,18,0,2,4,4,9,54,14,0,2,4,4,9,44,11,0,2,4,4,9,34,6,0,2,4,4,6,24,3,0,2,3,3,3,14,1,1,1,1,1,1
2025343,2025-12-23,70,70,19,4,7,9,9,12,60,16,4,7,9,9,12,50,16,4,7,9,9,12,40,12,4,7,9,9,12,30,10,4,7,9,10,10,20,5,4,5,5,5,5
2025344,2025-12-24,68,68,15,4,5,6,7,10,58,13,4,5,6,7,10,48,13,4,5,6,7,10,38,9,4,5,6,7,9,28,7,4,5,6,7,7,18,5,4,5,5,5,5
2025345,2025-12-25,65,65,17,4,5,6,6,10,55,14,4,5,6,6,10,45,11,4,5,6,6,10,35,9,4,5,6,6,9,25,5,4,5,5,5,5,15,3,3,3,3,3,3
2025346,2025-12-26,67,67,15,4,6,6,7,10,57,12,4,6,6,7,10,47,10,4,6,6,7,10,37,8,4,6,6,7,8,27,7,4,6,6,7,7,17,5,5,5,5,5,5
2025347,2025-12-27,66,66,15,5,7,8,10,12,56,13,5,7,8,10,12,46,13,5,7,8,10,12,36,11,5,7,8,10,11,26,9,5,7,8,9,9,16,6,6,6,6,6,6
2025348,2025-12-28,64,64,18,5,6,8,8,12,54,15,5,6,8,8,12,44,14,5,6,8,8,12,34,10,5,6,8,8,10,24,7,5,7,7,7,7,14,5,5,5,5,5,5
2025349,2025-12-29,66,66,13,2,4,5,6,7,56,9,2,4,5,6,7,46,7,2,4,5,6,7,36,7,2,4,5,6,7,26,4,2,4,4,4,4,16,2,2,2,2,2,2
2025350,2025-12-30,68,68,17,4,5,5,5,8,58,15,4,5,5,5,8,48,11,4,5,5,5,8,38,7,4,5,5,5,7,28,6,4,5,5,6,6,18,3,3,3,3,3,3
2025351,2025-12-31,68,68,19,4,4,4,8,11,58,16,4,4,4,8,11,48,14,4,4,4,8,11,38,9,4,4,4,8,9,28,5,4,4,4,5,5,18,4,4,4,4,4,4
2026001,2026-01-01,72,72,16,2,4,5,6,8,62,15,2,4,5,6,8,52,12,2,4,5,6,8,42,8,2,4,5,6,8,32,6,2,4,5,6,6,22,4,2,3,4,4,4
2026002,2026-01-02,69,69,14,3,3,3,3,6,59,12,3,3,3,3,6,49,8,3,3,3,3,6,39,5,3,3,3,3,5,29,3,3,3,3,3,3,19,2,2,2,2,2,2
2026003,2026-01-03,69,69,17,6,7,8,10,11,59,16,6,7,8,10,11,49,14,6,7,8,10,11,39,12,6,7,8,10,12,29,9,6,7,8,9,9,19,6,5,6,6,6,6
2026004,2026-01-04,65,65,17,2,3,5,6,9,55,14,2,3,5,6,9,45,12,2,3,5,6,9,35,9,2,3,5,6,9,25,4,2,3,4,4,4,15,2,2,2,2,2,2
2026005,2026-01-05,67,67,18,4,6,7,8,9,57,14,4,6,7,8,9,47,11,4,6,7,8,9,37,9,4,6,7,8,9,27,7,4,6,7,7,7,17,5,4,5,5,5,5
2026006,2026-01-06,69,69,18,4,6,8,9,13,59,16,4,6,8,9,13,49,14,4,6,8,9,13,39,12,4,6,8,9,12,29,11,4,6,9,11,11,19,7,5,7,7,7,7
2026007,2026-01-07,65,65,14,2,4,5,6,9,55,12,2,4,5,6,9,45,11,2,4,5,6,9,35,8,2,4,5,6,8,25,5,2,4,5,5,5,15,3,3,3,3,3,3
2026008,2026-01-08,66,66,19,4,7,9,9,14,56,17,4,7,9,9,14,46,16,4,7,9,9,14,36,12,4,7,9,9,12,26,9,4,7,8,9,9,16,7,6,7,7,7,7
2026009,2026-01-09,67,67,16,4,4,6,6,8,57,14,4,4,6,6,8,47,10,4,4,6,6,8,37,7,4,4,6,6,7,27,7,4,4,7,7,7,17,4,2,4,4,4,4
2026010,2026-01-10,66,66,17,3,3,4,6,8,56,14,3,3,4,6,8,46,10,3,3,4,6,8,36,6,3,3,4,6,6,26,4,3,3,4,4,4,16,3,3,3,3,3,3
2026011,2026-01-11,70,70,19,5,5,6,6,9,60,16,5,5,6,6,9,50,14,5,5,6,6,9,40,9,5,5,6,6,9,30,8,5,5,6,8,8,20,5,4,5,5,5,5
2026012,2026-01-12,67,67,15,3,4,6,6,9,57,12,3,4,6,6,9,47,10,3,4,6,6,9,37,7,3,4,6,6,7,27,5,3,4,5,5,5,17,4,3,4,4,4,4
2026013,2026-01-13,69,69,16,6,6,6,7,9,59,12,6,6,6,7,9,49,10,6,6,6,7,9,39,9,6,6,6,7,9,29,8,6,6,6,8,8,19,4,4,4,4,4,4
2026014,2026-01-14,67,67,16,3,4,7,7,10,57,14,3,4,7,7,10,47,12,3,4,7,7,10,37,8,3,4,7,7,8,27,5,3,4,5,5,5,17,4,4,4,4,4,4
2026015,2026-01-15,67,67,15,4,5,5,6,7,57,13,4,5,5,6,7,47,9,4,5,5,6,7,37,7,4,5,5,6,7,27,6,4,5,6,6,6,17,4,3,4,4,4,4
2026016,2026-01-16,66,66,16,5,6,6,6,7,56,12,5,6,6,6,7,46,10,5,6,6,6,7,36,6,5,6,6,6,6,26,6,5,6,6,6,6,16,5,5,5,5,5,5
2026017,2026-01-17,66,66,17,4,4,4,6,8,56,13,4,4,4,6,8,46,10,4,4,4,6,8,36,7,4,4,4,6,7,26,6,4,4,5,6,6,16,3,3,3,3,3,3
2026018,2026-01-18,69,69,19,2,3,4,7,10,59,16,2,3,4,7,10,49,13,2,3,4,7,10,39,10,2,3,4,7,10,29,6,2,3,5,6,6,19,3,2,3,3,3,3
2026019,2026-01-19,69,69,19,3,6,8,9,12,59,15,3,6,8,9,12,49,12,3,6,8,9,12,39,12,3,6,8,9,12,29,10,3,6,8,10,10,19,4,3,4,4,4,4
2026020,2026-01-20,68,68,15,4,5,6,7,10,58,14,4,5,6,7,10,48,11,4,5,6,7,10,38,10,4,5,6,7,10,28,8,4,5,7,8,8,18,3,2,3,3,3,3
2026021,2026-01-21,66,66,18,3,4,6,7,8,56,15,3,4,6,7,8,46,10,3,4,6,7,8,36,7,3,4,6,7,7,26,5,3,4,5,5,5,16,2,2,2,2,2,2
2026022,2026-01-22,69,69,18,4,5,7,9,12,59,17,4,5,7,9,12,49,15,4,5,7,9,12,39,12,4,5,7,9,12,29,8,4,5,7,8,8,19,6,5,6,6,6,6
2026023,2026-01-23,69,69,18,5,7,8,8,10,59,16,5,7,8,8,10,49,12,5,7,8,8,10,39,10,5,7,8,8,10,29,9,5,7,7,9,9,19,7,7,7,7,7,7
2026024,2026-01-24,66,66,18,5,7,8,8,11,56,12,5,7,8,8,11,46,11,5,7,8,8,11,36,9,5,7,8,8,9,26,7,5,7,7,7,7,16,6,6,6,6,6,6
2026025,2026-01-25,66,66,19,6,6,7,7,12,56,16,6,6,7,7,12,46,14,6,6,7,7,12,36,9,6,6,7,7,9,26,6,6,6,6,6,6,16,5,5,5,5,5,5
2026026,2026-01-26,67,67,16,6,9,10,10,11,57,16,6,9,10,10,11,47,13,6,9,10,10,11,37,12,6,9,10,10,12,27,11,6,9,10,11,11,17,8,7,8,8,8,8
2026027,2026-01-27,62,62,15,5,7,9,9,12,52,13,5,7,9,9,12,42,12,5,7,9,9,12,32,11,5,7,9,10,11,22,9,5,7,9,9,9,12,4,4,4,4,4,4
2026028,2026-01-28,65,65,14,1,1,2,3,7,55,12,1,1,2,3,7,45,9,1,1,2,3,7,35,7,1,1,2,3,7,25,2,1,2,2,2,2,15,1,1,1,1,1,1
2026029,2026-01-29,70,70,18,4,4,5,5,8,60,17,4,4,5,5,8,50,12,4,4,5,5,8,40,9,4,4,5,5,9,30,7,4,4,5,7,7,20,3,2,3,3,3,3
2026030,2026-01-30,68,68,19,5,6,7,8,10,58,16,5,6,7,8,10,48,11,5,6,7,8,10,38,9,5,6,7,8,9,28,7,5,6,7,7,7,18,5,5,5,5,5,5
2026031,2026-01-31,69,69,20,2,4,5,5,7,59,14,2,4,5,5,7,49,9,2,4,5,5,7,39,7,2,4,5,5,7,29,5,2,4,5,5,5,19,4,4,4,4,4,4
2026032,2026-02-01,71,71,17,3,4,5,8,11,61,13,3,4,5,8,11,51,12,3,4,5,8,11,41,11,3,4,5,8,11,31,8,3,4,5,8,8,21,6,3,5,6,6,6
2026033,2026-02-02,68,68,16,4,4,5,6,9,58,13,4,4,5,6,9,48,11,4,4,5,6,9,38,7,4,4,5,6,7,28,6,4,4,6,6,6,18,4,3,4,4,4,4
2026034,2026-02-03,67,67,17,5,8,9,9,11,57,16,5,8,9,9,11,47,12,5,8,9,9,11,37,11,5,8,9,9,11,27,10,5,8,9,10,10,17,7,6,7,7,7,7
2026035,2026-02-04,63,63,13,3,3,4,5,8,53,9,3,3,4,5,8,43,8,3,3,4,5,8,33,7,3,3,4,6,7,23,4,3,3,4,4,4,13,3,3,3,3,3,3
2026036,2026-02-05,69,69,18,2,5,6,7,9,59,15,2,5,6,7,9,49,11,2,5,6,7,9,39,9,2,5,6,7,9,29,7,2,5,6,7,7,19,5,3,5,5,5,5
2026037,2026-02-06,67,67,18,4,6,9,10,11,57,14,4,6,9,10,11,47,13,4,6,9,10,11,37,11,4,6,9,10,11,27,8,4,6,8,8,8,17,5,4,5,5,5,5
2026038,2026-02-07,66,66,19,3,4,7,8,13,56,18,3,4,7,8,13,46,17,3,4,7,8,13,36,11,3,4,7,8,11,26,7,3,4,6,7,7,16,3,3,3,3,3,3
2026039,2026-02-08,70,70,17,6,6,7,7,11,60,14,6,6,7,7,11,50,12,6,6,7,7,11,40,11,6,6,7,7,11,30,7,6,6,7,7,7,20,5,5,5,5,5,5
2026040,2026-02-09,68,68,18,5,5,6,7,9,58,15,5,5,6,7,9,48,12,5,5,6,7,9,38,8,5,5,6,7,8,28,5,5,5,5,5,5,18,5,5,5,5,5,5
2026041,2026-02-10,69,69,19,7,9,9,10,14,59,18,7,9,9,10,14,49,15,7,9,9,10,14,39,12,7,9,9,10,12,29,11,7,9,11,11,11,19,7,7,7,7,7,7
2026042,2026-02-11,64,64,17,5,5,6,6,8,54,13,5,5,6,6,8,44,10,5,5,6,6,8,34,8,5,5,6,6,8,24,6,5,5,6,6,6,14,4,4,4,4,4,4
2026043,2026-02-12,67,67,15,4,5,7,9,11,57,12,4,5,7,9,11,47,11,4,5,7,9,11,37,9,4,5,7,9,9,27,6,4,5,6,6,6,17,4,4,4,4,4,4
2026044,2026-02-13,67,67,16,4,6,6,7,12,57,14,4,6,6,7,12,47,13,4,6,6,7,12,37,10,4,6,6,7,10,27,7,4,6,6,7,7,17,6,5,6,6,6,6
2026045,2026-02-24,64,64,18,6,8,9,11,12,54,15,6,8,9,11,12,44,13,6,8,9,11,12,34,11,6,8,9,10,11,24,9,6,8,9,9,9,14,6,6,6,6,6,6
2026046,2026-02-25,67,67,16,3,4,7,8,11,57,14,3,4,7,8,11,47,12,3,4,7,8,11,37,9,3,4,7,8,9,27,7,3,4,6,7,7,17,5,4,5,5,5,5
2026047,2026-02-26,66,66,20,5,5,6,7,11,56,19,5,5,6,7,11,46,15,5,5,6,7,11,36,10,5,5,6,7,10,26,7,5,5,6,7,7,16,4,4,4,4,4,4
2026048,2026-02-27,71,71,18,4,5,6,8,11,61,17,4,5,6,8,11,51,16,4,5,6,8,11,41,12,4,5,6,8,11,31,9,4,5,6,8,9,21,6,4,6,6,6,6
2026049,2026-02-28,68,68,17,4,4,5,6,8,58,13,4,4,5,6,8,48,11,4,4,5,6,8,38,8,4,4,5,6,8,28,5,4,4,4,5,5,18,4,4,4,4,4,4
2026050,2026-03-01,69,69,18,2,5,8,9,13,59,17,2,5,8,9,13,49,15,2,5,8,9,13,39,13,2,5,8,9,13,29,10,2,5,8,10,10,19,6,3,6,6,6,6
2026051,2026-03-02,67,67,18,4,6,6,8,10,57,14,4,6,6,8,10,47,11,4,6,6,8,10,37,9,4,6,6,8,9,27,7,4,6,7,7,7,17,3,3,3,3,3,3
2026052,2026-03-03,70,70,18,2,5,6,8,9,60,14,2,5,6,8,9,50,11,2,5,6,8,9,40,10,2,5,6,8,10,30,8,2,5,6,8,8,20,6,4,6,6,6,6
2026053,2026-03-04,68,68,19,5,7,8,10,11,58,15,5,7,8,10,11,48,12,5,7,8,10,11,38,10,5,7,8,10,10,28,8,5,7,8,8,8,18,5,5,5,5,5,5
2026054,2026-03-05,67,67,18,3,5,6,8,11,57,15,3,5,6,8,11,47,12,3,5,6,8,11,37,10,3,5,6,8,10,27,7,3,5,6,7,7,17,4,3,4,4,4,4
2026055,2026-03-06,71,71,20,4,6,7,9,10,61,15,4,6,7,9,10,51,13,4,6,7,9,10,41,10,4,6,7,9,10,31,8,4,6,7,8,8,21,5,3,5,5,5,5
2026056,2026-03-07,68,68,16,3,5,8,9,9,58,12,3,5,8,9,9,48,12,3,5,8,9,9,38,11,3,5,8,9,11,28,8,3,5,8,8,8,18,6,4,6,6,6,6
2026057,2026-03-08,67,67,18,3,5,5,7,13,57,15,3,5,5,7,13,47,13,3,5,5,7,13,37,11,3,5,5,7,11,27,8,3,5,6,8,8,17,3,3,3,3,3,3
2026058,2026-03-09,69,69,19,4,5,7,10,11,59,16,4,5,7,10,11,49,13,4,5,7,10,11,39,12,4,5,7,10,12,29,8,4,5,7,8,8,19,7,4,7,7,7,7
