issue,openTime,pool_full_size,pool_size_drop0,cover_full_drop0,hit_drop0_top15,hit_drop0_top20,hit_drop0_top25,hit_drop0_top30,hit_drop0_top40,pool_size_drop10,cover_full_drop10,hit_drop10_top15,hit_drop10_top20,hit_drop10_top25,hit_drop10_top30,hit_drop10_top40,pool_size_drop20,cover_full_drop20,hit_drop20_top15,hit_drop20_top20,hit_drop20_top25,hit_drop20_top30,hit_drop20_top40,pool_size_drop30,cover_full_drop30,hit_drop30_top15,hit_drop30_top20,hit_drop30_top25,hit_drop30_top30,hit_drop30_top40,pool_size_drop40,cover_full_drop40,hit_drop40_top15,hit_drop40_top20,hit_drop40_top25,hit_drop40_top30,hit_drop40_top40,pool_size_drop50,cover_full_drop50,hit_drop50_top15,hit_drop50_top20,hit_drop50_top25,hit_drop50_top30,hit_drop50_top40
2025132,2025-05-22,67,67,16,4,6,8,11,12,57,14,4,6,8,11,12,47,12,4,6,8,11,12,37,12,4,6,8,11,12,27,9,4,6,9,9,9,17,6,6,6,6,6,6
2025133,2025-05-23,66,66,14,4,4,5,8,10,56,13,4,4,5,8,10,46,10,4,4,5,8,10,36,10,4,4,5,8,10,26,7,4,5,7,7,7,16,3,3,3,3,3,3
2025134,2025-05-24,66,66,12,4,5,5,7,8,56,9,4,5,5,7,8,46,8,4,5,5,7,8,36,8,4,5,5,7,8,26,7,4,5,7,7,7,16,5,5,5,5,5,5
2025135,2025-05-25,64,64,15,2,3,5,6,10,54,14,2,3,5,6,10,44,10,2,3,5,6,10,34,8,2,3,5,6,8,24,4,2,3,4,4,4,14,2,2,2,2,2,2
2025136,2025-05-26,68,68,20,3,4,5,8,11,58,16,3,4,5,8,11,48,14,3,4,5,8,11,38,11,3,4,5,8,11,28,7,3,4,5,7,7,18,3,2,3,3,3,3
2025137,2025-05-27,71,71,19,3,4,5,6,9,61,16,3,4,5,6,9,51,13,3,4,5,6,9,41,10,3,4,5,7,9,31,7,3,4,5,6,7,21,4,3,4,4,4,4
2025138,2025-05-28,71,71,16,2,4,6,8,9,61,13,2,4,6,8,9,51,13,2,4,6,8,9,41,9,2,4,6,9,9,31,8,2,4,6,8,8,21,6,4,6,6,6,6
2025139,2025-05-29,66,66,17,2,2,4,5,8,56,12,2,2,4,5,8,46,10,2,2,4,5,8,36,7,2,2,4,5,7,26,2,2,2,2,2,2,16,1,1,1,1,1,1
2025140,2025-05-30,70,70,17,4,6,8,9,11,60,16,4,6,8,9,11,50,13,4,6,8,9,11,40,11,4,6,8,9,11,30,8,4,6,8,8,8,20,5,4,5,5,5,5
2025141,2025-05-31,67,67,15,3,5,5,7,9,57,11,3,5,5,7,9,47,11,3,5,5,7,9,37,7,3,5,5,7,7,27,6,3,5,6,6,6,17,3,3,3,3,3,3
2025142,2025-06-01,66,66,17,4,6,8,9,10,56,15,4,6,8,9,10,46,11,4,6,8,9,10,36,9,4,6,8,9,9,26,6,4,6,6,6,6,16,4,4,4,4,4,4
2025143,2025-06-02,68,68,17,4,4,5,6,9,58,15,4,4,5,6,9,48,11,4,4,5,6,9,38,8,4,4,5,6,8,28,6,4,4,5,6,6,18,4,3,4,4,4,4
2025144,2025-06-03,68,68,17,6,7,8,10,12,58,14,6,7,8,10,12,48,13,6,7,8,10,12,38,10,6,7,8,10,10,28,8,6,7,8,8,8,18,6,5,6,6,6,6
2025145,2025-06-04,64,64,17,0,1,3,3,9,54,15,0,1,3,3,9,44,9,0,1,3,3,9,34,8,0,1,3,5,8,24,2,0,1,2,2,2,14,1,1,1,1,1,1
2025146,2025-06-05,73,73,19,3,3,4,5,7,63,16,3,3,4,5,7,53,14,3,3,4,5,7,43,11,3,3,4,5,8,33,8,3,3,4,5,8,23,5,3,4,5,5,5
2025147,2025-06-06,72,72,18,2,4,6,7,11,62,14,2,4,6,7,11,52,13,2,4,6,7,11,42,12,2,4,6,8,11,32,9,2,4,6,8,9,22,4,1,4,4,4,4
2025148,2025-06-07,68,68,18,3,3,5,6,10,58,17,3,3,5,6,10,48,10,3,3,5,6,10,38,8,3,3,5,6,8,28,6,3,3,5,6,6,18,5,4,5,5,5,5
2025149,2025-06-08,72,72,18,7,8,10,10,13,62,16,7,8,10,10,13,52,13,7,8,10,10,13,42,13,7,8,10,10,13,32,11,7,8,10,11,11,22,9,7,9,9,9,9
2025150,2025-06-09,64,64,15,8,8,9,9,9,54,12,8,8,9,9,9,44,10,8,8,9,9,9,34,9,8,8,9,9,9,24,9,8,9,9,9,9,14,8,8,8,8,8,8
2025151,2025-06-10,61,61,19,3,5,6,7,11,51,14,3,5,6,7,11,41,10,3,5,6,7,10,31,7,3,5,6,7,7,21,6,3,5,6,6,6,11,1,1,1,1,1,1
2025152,2025-06-11,70,70,18,4,7,7,9,11,60,15,4,7,7,9,11,50,13,4,7,7,9,11,40,11,4,7,7,9,11,30,9,4,7,7,9,9,20,6,4,6,6,6,6
2025153,2025-06-12,68,68,17,4,6,6,6,9,58,14,4,6,6,6,9,48,11,4,6,6,6,9,38,7,4,6,6,6,7,28,7,4,6,7,7,7,18,5,4,5,5,5,5
2025154,2025-06-13,67,67,18,4,5,7,8,10,57,15,4,5,7,8,10,47,11,4,5,7,8,10,37,8,4,5,7,8,8,27,6,4,5,6,6,6,17,3,3,3,3,3,3
2025155,2025-06-14,69,69,17,1,4,7,8,10,59,13,1,4,7,8,10,49,11,1,4,7,8,10,39,9,1,4,7,8,9,29,7,1,4,7,7,7,19,4,1,4,4,4,4
2025156,2025-06-15,68,68,17,6,6,6,9,10,58,16,6,6,6,9,10,48,12,6,6,6,9,10,38,12,6,6,6,9,12,28,7,6,6,6,7,7,18,3,3,3,3,3,3
2025157,2025-06-16,69,69,17,4,5,5,7,9,59,15,4,5,5,7,9,49,11,4,5,5,7,9,39,8,4,5,5,7,8,29,5,4,5,5,5,5,19,3,2,3,3,3,3
2025158,2025-06-17,68,68,18,3,4,5,7,11,58,17,3,4,5,7,11,48,14,3,4,5,7,11,38,8,3,4,5,7,8,28,6,3,4,6,6,6,18,4,3,4,4,4,4
2025159,2025-06-18,70,70,17,5,8,9,9,11,60,13,5,8,9,9,11,50,11,5,8,9,9,11,40,11,5,8,9,9,11,30,10,5,8,9,10,10,20,7,7,7,7,7,7
2025160,2025-06-19,65,65,15,3,4,5,7,9,55,13,3,4,5,7,9,45,10,3,4,5,7,9,35,8,3,4,5,7,8,25,6,3,5,6,6,6,15,4,4,4,4,4,4
2025161,2025-06-20,66,66,15,2,5,7,7,9,56,13,2,5,7,7,9,46,12,2,5,7,7,9,36,9,2,5,7,7,9,26,6,2,5,6,6,6,16,4,3,4,4,4,4
2025162,2025-06-21,66,66,16,5,7,8,9,10,56,14,5,7,8,9,10,46,12,5,7,8,9,10,36,9,5,7,8,9,9,26,8,5,7,7,8,8,16,5,5,5,5,5,5
2025163,2025-06-22,65,65,17,2,4,7,8,9,55,14,2,4,7,8,9,45,10,2,4,7,8,9,35,9,2,4,7,8,9,25,6,2,4,6,6,6,15,3,3,3,3,3,3
2025164,2025-06-23,70,70,18,3,4,5,6,8,60,14,3,4,5,6,8,50,10,3,4,5,6,8,40,8,3,4,5,6,8,30,6,3,4,5,6,6,20,4,3,4,4,4,4
2025165,2025-06-24,70,70,17,2,4,4,4,7,60,14,2,4,4,4,7,50,11,2,4,4,4,7,40,7,2,4,4,4,7,30,5,2,4,4,5,5,20,2,2,2,2,2,2
2025166,2025-06-25,69,69,19,4,6,6,7,10,59,16,4,6,6,7,10,49,12,4,6,6,7,10,39,9,4,6,6,7,9,29,6,4,6,6,6,6,19,2,2,2,2,2,2
2025167,2025-06-26,70,70,17,2,4,4,6,10,60,16,2,4,4,6,10,50,12,2,4,4,6,10,40,10,2,4,4,6,10,30,6,2,4,4,6,6,20,3,2,3,3,3,3
2025168,2025-06-27,70,70,18,4,7,7,7,9,60,15,4,7,7,7,9,50,12,4,7,7,7,9,40,9,4,7,7,7,9,30,7,4,7,7,7,7,20,5,5,5,5,5,5
2025169,2025-06-28,67,67,15,2,3,4,4,8,57,11,2,3,4,4,8,47,9,2,3,4,4,8,37,6,2,3,4,4,6,27,5,2,3,4,5,5,17,4,3,4,4,4,4
2025170,2025-06-29,68,68,17,6,6,9,9,10,58,15,6,6,9,9,10,48,13,6,6,9,9,10,38,11,6,6,9,9,11,28,7,6,6,7,7,7,18,5,4,5,5,5,5
2025171,2025-06-30,66,66,19,7,7,9,9,14,56,18,7,7,9,9,14,46,14,7,7,9,9,13,36,12,7,7,9,9,12,26,8,7,8,8,8,8,16,7,7,7,7,7,7
2025172,2025-07-01,65,65,18,2,3,4,7,8,55,16,2,3,4,7,8,45,11,2,3,4,7,8,35,7,2,3,4,7,7,25,6,2,3,6,6,6,15,1,1,1,1,1,1
2025173,2025-07-02,70,70,15,2,3,4,6,6,60,13,2,3,4,6,6,50,11,2,3,4,6,6,40,6,2,3,4,6,6,30,4,2,3,4,4,4,20,2,2,2,2,2,2
2025174,2025-07-03,71,71,19,5,6,6,6,9,61,14,5,6,6,6,9,51,11,5,6,6,6,9,41,9,5,6,6,6,9,31,8,5,6,6,8,8,21,3,3,3,3,3,3
2025175,2025-07-04,68,68,17,4,4,4,5,11,58,15,4,4,4,5,11,48,14,4,4,4,5,11,38,8,4,4,4,5,8,28,6,4,4,5,6,6,18,3,3,3,3,3,3
2025176,2025-07-05,70,70,16,3,4,4,4,8,60,12,3,4,4,4,8,50,11,3,4,4,4,8,40,8,3,4,4,4,8,30,6,3,4,4,6,6,20,3,3,3,3,3,3
2025177,2025-07-06,68,68,19,4,4,5,7,9,58,18,4,4,5,7,9,48,11,4,4,5,7,9,38,10,4,4,5,7,10,28,7,4,4,7,7,7,18,3,3,3,3,3,3
2025178,2025-07-07,69,69,18,3,4,4,6,10,59,16,3,4,4,6,10,49,14,3,4,4,6,10,39,10,3,4,4,6,10,29,6,3,4,4,6,6,19,4,3,4,4,4,4
2025179,2025-07-08,70,70,17,3,3,6,6,9,60,13,3,3,6,6,9,50,10,3,3,6,6,9,40,9,3,3,6,6,9,30,6,3,3,6,6,6,20,6,3,6,6,6,6
2025180,2025-07-09,67,67,18,5,6,6,6,11,57,15,5,6,6,6,11,47,13,5,6,6,6,11,37,9,5,6,6,6,9,27,8,5,6,6,8,8,17,4,4,4,4,4,4
2025181,2025-07-10,69,69,17,5,6,9,10,12,59,16,5,6,9,10,12,49,14,5,6,9,10,12,39,12,5,6,9,10,12,29,9,5,6,8,9,9,19,6,4,6,6,6,6
2025182,2025-07-11,64,64,16,2,4,5,6,7,54,13,2,4,5,6,7,44,9,2,4,5,6,7,34,6,2,4,5,5,6,24,4,2,4,4,4,4,14,3,3,3,3,3,3
2025183,2025-07-12,69,69,17,4,4,5,5,9,59,14,4,4,5,5,9,49,12,4,4,5,5,9,39,9,4,4,5,5,9,29,6,4,4,5,6,6,19,3,2,3,3,3,3
2025184,2025-07-13,69,69,20,4,5,7,7,11,59,17,4,5,7,7,11,49,16,4,5,7,7,11,39,10,4,5,7,7,10,29,8,4,5,7,8,8,19,7,5,7,7,7,7
2025185,2025-07-14,69,69,17,4,4,5,6,8,59,16,4,4,5,6,8,49,13,4,4,5,6,8,39,7,4,4,5,6,7,29,6,4,4,5,6,6,19,4,3,4,4,4,4
2025186,2025-07-15,69,69,17,3,4,6,6,7,59,14,3,4,6,6,7,49,10,3,4,6,6,7,39,7,3,4,6,6,7,29,5,3,4,5,5,5,19,5,4,5,5,5,5
2025187,2025-07-16,68,68,15,6,7,8,9,12,58,13,6,7,8,9,12,48,13,6,7,8,9,12,38,9,6,7,8,9,9,28,7,6,7,7,7,7,18,6,6,6,6,6,6
2025188,2025-07-17,64,64,17,6,6,10,11,13,54,16,6,6,10,11,13,44,14,6,6,10,11,13,34,11,6,6,10,10,11,24,9,5,7,9,9,9,14,5,5,5,5,5,5
2025189,2025-07-18,64,64,16,5,6,6,7,11,54,13,5,6,6,7,11,44,13,5,6,6,7,11,34,8,5,6,6,7,8,24,7,5,6,7,7,7,14,5,5,5,5,5,5
2025190,2025-07-19,63,63,16,3,5,6,7,11,53,15,3,5,6,7,11,43,11,3,5,6,7,11,33,7,3,5,6,6,7,23,5,3,4,5,5,5,13,3,3,3,3,3,3
2025191,2025-07-20,68,68,17,4,8,9,9,9,58,14,4,8,9,9,9,48,11,4,8,9,9,9,38,9,4,8,9,9,9,28,8,4,8,8,8,8,18,6,6,6,6,6,6
2025192,2025-07-21,65,65,17,4,6,7,8,10,55,15,4,6,7,8,10,45,12,4,6,7,8,10,35,10,4,6,7,8,10,25,8,4,6,8,8,8,15,5,5,5,5,5,5
2025193,2025-07-22,65,65,18,4,5,9,9,11,55,15,4,5,9,9,11,45,14,4,5,9,9,13,35,10,4,5,9,9,10,25,5,4,5,5,5,5,15,4,4,4,4,4,4
2025194,2025-07-23,69,69,18,2,4,4,6,10,59,14,2,4,4,6,10,49,10,2,4,4,6,10,39,10,2,4,4,6,10,29,7,2,4,4,7,7,19,4,4,4,4,4,4
2025195,2025-07-24,70,70,19,4,5,6,8,10,60,19,4,5,6,8,10,50,13,4,5,6,8,10,40,10,4,5,6,8,10,30,8,4,5,6,8,8,20,5,4,5,5,5,5
2025196,2025-07-25,69,69,18,3,3,4,4,10,59,15,3,3,4,4,10,49,13,3,3,4,4,10,39,10,3,3,4,4,10,29,7,3,3,4,7,7,19,3,2,3,3,3,3
2025197,2025-07-26,71,71,16,1,2,3,4,6,61,14,1,2,3,4,6,51,11,1,2,3,4,6,41,7,1,2,3,4,6,31,4,1,2,3,3,4,21,2,1,2,2,2,2
2025198,2025-07-27,71,71,19,4,5,7,8,11,61,17,4,5,7,8,11,51,15,4,5,7,8,11,41,11,4,5,7,8,11,31,9,4,5,7,9,9,21,7,4,6,7,7,7
2025199,2025-07-28,67,67,14,3,3,5,6,9,57,11,3,3,5,6,9,47,10,3,3,5,6,9,37,8,3,3,5,6,8,27,6,3,3,5,6,6,17,5,4,5,5,5,5
2025200,2025-07-29,68,68,20,4,6,7,8,12,58,16,4,6,7,8,12,48,14,4,6,7,8,12,38,11,4,6,7,8,11,28,9,4,6,7,9,9,18,3,3,3,3,3,3
2025201,2025-07-30,67,67,17,6,6,6,7,9,57,15,6,6,6,7,9,47,12,6,6,6,7,9,37,8,6,6,6,7,8,27,6,6,6,6,6,6,17,6,6,6,6,6,6
2025202,2025-07-31,71,71,18,2,3,3,4,7,61,15,2,3,3,4,7,51,10,2,3,3,4,7,41,8,2,3,3,4,8,31,6,2,3,3,6,6,21,2,2,2,2,2,2
2025203,2025-08-01,70,70,18,3,4,5,6,9,60,14,3,4,5,6,9,50,11,3,4,5,6,8,40,9,3,4,5,6,9,30,6,3,4,5,6,6,20,3,3,3,3,3,3
2025204,2025-08-02,72,72,17,3,3,4,5,8,62,14,3,3,4,5,8,52,11,3,3,4,5,8,42,9,3,3,4,5,8,32,6,3,3,4,5,6,22,3,2,3,3,3,3
2025205,2025-08-03,71,71,18,5,5,5,6,8,61,16,5,5,5,6,8,51,12,5,5,5,6,8,41,8,5,5,5,6,8,31,5,5,5,5,5,5,21,4,4,4,4,4,4
2025206,2025-08-04,69,69,20,4,5,6,7,10,59,16,4,5,6,7,10,49,13,4,5,6,7,10,39,11,4,5,6,7,11,29,8,4,5,8,8,8,19,5,4,5,5,5,5
2025207,2025-08-05,68,68,16,6,8,9,10,11,58,15,6,8,9,10,11,48,12,6,8,9,10,11,38,10,6,8,9,10,10,28,8,6,8,8,8,8,18,6,6,6,6,6,6
2025208,2025-08-06,65,65,17,3,5,8,9,14,55,15,3,5,8,9,14,45,14,3,5,8,9,14,35,13,3,5,8,10,13,25,8,3,6,8,8,8,15,4,4,4,4,4,4
2025209,2025-08-07,66,66,17,3,5,8,8,9,56,14,3,5,8,8,9,46,11,3,5,8,8,9,36,8,3,5,8,8,8,26,6,3,5,6,6,6,16,4,4,4,4,4,4
2025210,2025-08-08,67,67,18,3,5,5,7,9,57,14,3,5,5,7,9,47,9,3,5,5,7,9,37,8,3,5,5,7,8,27,6,3,5,6,6,6,17,2,2,2,2,2,2
2025211,2025-08-09,69,69,16,5,5,7,8,9,59,14,5,5,7,8,9,49,12,5,5,7,8,9,39,9,5,5,7,8,9,29,8,5,5,7,8,8,19,6,4,6,6,6,6
2025212,2025-08-10,67,67,18,2,4,7,9,12,57,16,2,4,7,9,12,47,15,2,4,7,9,12,37,11,2,4,7,9,11,27,7,2,4,6,7,7,17,4,3,4,4,4,4
2025213,2025-08-11,68,68,18,3,6,8,9,9,58,17,3,6,8,9,9,48,12,3,6,8,9,9,38,10,3,6,8,9,10,28,8,3,6,8,8,8,18,5,4,5,5,5,5
2025214,2025-08-12,68,68,19,4,6,6,9,12,58,17,4,6,6,9,12,48,14,4,6,6,9,12,38,11,4,6,6,9,11,28,7,4,6,6,7,7,18,3,3,3,3,3,3
2025215,2025-08-13,71,71,17,2,2,3,3,7,61,15,2,2,3,3,7,51,14,2,2,3,3,7,41,7,2,2,3,3,7,31,4,2,2,3,4,4,21,3,2,3,3,3,3
2025216,2025-08-14,72,72,17,6,6,6,7,8,62,14,6,6,6,7,8,52,11,6,6,6,7,8,42,9,6,6,6,6,7,32,8,6,6,6,6,8,22,6,6,6,6,6,6
2025217,2025-08-15,67,67,15,1,2,4,5,8,57,12,1,2,4,5,8,47,9,1,2,4,5,8,37,6,1,2,4,5,6,27,3,1,2,3,3,3,17,2,2,2,2,2,2
2025218,2025-08-16,69,69,20,5,9,9,10,13,59,19,5,9,9,10,13,49,15,5,9,9,10,13,39,13,5,9,9,10,13,29,12,5,9,10,12,12,19,7,6,7,7,7,7
2025219,2025-08-17,65,65,14,1,1,2,2,4,55,9,1,1,2,2,4,45,6,1,1,2,2,4,35,3,1,1,2,2,3,25,1,1,1,1,1,1,15,1,1,1,1,1,1
2025220,2025-08-18,70,70,16,4,7,7,8,10,60,15,4,7,7,8,10,50,11,4,7,7,8,10,40,11,4,7,7,8,11,30,7,4,7,7,7,7,20,3,3,3,3,3,3
2025221,2025-08-19,67,67,16,3,4,6,9,11,57,14,3,4,6,9,11,47,12,3,4,6,9,11,37,10,3,4,6,9,10,27,5,3,4,5,5,5,17,3,3,3,3,3,3
2025222,2025-08-20,69,69,17,4,5,7,8,11,59,15,4,5,7,8,11,49,12,4,5,7,8,11,39,11,4,5,7,8,11,29,9,4,5,7,9,9,19,4,3,4,4,4,4
2025223,2025-08-21,66,66,15,3,5,7,7,10,56,12,3,5,7,7,10,46,11,3,5,7,7,10,36,8,3,5,7,7,8,26,5,3,5,5,5,5,16,4,4,4,4,4,4
2025224,2025-08-22,68,68,19,4,4,6,7,9,58,16,4,4,6,7,9,48,10,4,4,6,7,9,38,9,4,4,6,7,9,28,6,4,4,4,6,6,18,3,3,3,3,3,3
2025225,2025-08-23,70,70,17,1,1,4,6,8,60,15,1,1,4,6,8,50,12,1,1,4,6,8,40,9,1,1,4,6,9,30,6,1,1,4,6,6,20,4,1,4,4,4,4
2025226,2025-08-24,70,70,15,3,4,5,5,8,60,13,3,4,5,5,8,50,10,3,4,5,5,8,40,8,3,4,5,5,8,30,5,3,4,5,5,5,20,4,3,4,4,4,4
2025227,2025-08-25,68,68,17,4,4,6,9,13,58,15,4,4,6,9,13,48,13,4,4,6,9,13,38,13,4,4,6,9,13,28,9,4,4,6,9,9,18,3,3,3,3,3,3
2025228,2025-08-26,67,67,17,3,4,5,7,11,57,16,3,4,5,7,11,47,14,3,4,5,7,11,37,9,3,4,5,7,9,27,7,3,4,6,7,7,17,4,3,4,4,4,4
2025229,2025-08-27,69,69,18,3,4,6,7,11,59,18,3,4,6,7,11,49,16,3,4,6,7,11,39,9,3,4,6,7,9,29,6,3,4,5,6,6,19,3,2,3,3,3,3
2025230,2025-08-28,69,69,20,3,5,6,6,10,59,16,3,5,6,6,10,49,13,3,5,6,6,10,39,10,3,5,6,6,10,29,7,3,5,6,7,7,19,4,4,4,4,4,4
2025231,2025-08-29,70,70,15,6,6,7,7,11,60,13,6,6,7,7,11,50,11,6,6,7,7,11,40,11,6,6,7,7,11,30,7,6,6,7,7,7,20,7,7,7,7,7,7
2025232,2025-08-30,68,68,16,6,9,9,9,10,58,12,6,9,9,9,10,48,10,6,9,9,9,10,38,10,6,9,9,9,10,28,7,6,7,7,7,7,18,7,6,7,7,7,7
2025233,2025-08-31,63,63,18,3,5,6,7,13,53,15,3,5,6,7,13,43,14,3,5,6,7,13,33,10,3,5,6,8,10,23,5,3,5,5,5,5,13,2,2,2,2,2,2
2025234,2025-09-01,67,67,18,9,9,10,10,13,57,16,9,9,10,10,13,47,13,9,9,10,10,13,37,10,9,9,10,10,10,27,10,9,9,10,10,10,17,9,9,9,9,9,9
2025235,2025-09-02,67,67,18,5,7,8,9,11,57,14,5,7,8,9,11,47,13,5,7,8,9,11,37,11,5,7,8,9,11,27,9,5,8,8,9,9,17,6,5,6,6,6,6
2025236,2025-09-03,64,64,15,3,5,6,8,10,54,14,3,5,6,8,10,44,12,3,5,6,8,10,34,8,3,5,6,7,8,24,6,3,5,6,6,6,14,4,4,4,4,4,4
2025237,2025-09-04,66,66,20,3,4,5,7,11,56,17,3,4,5,7,11,46,14,3,4,5,7,11,36,9,3,4,5,7,9,26,6,3,4,5,6,6,16,2,2,2,2,2,2
2025238,2025-09-05,70,70,16,3,3,4,5,9,60,15,3,3,4,5,9,50,13,3,3,4,5,9,40,9,3,3,4,5,9,30,5,3,3,4,5,5,20,4,3,4,4,4,4
2025239,2025-09-06,70,70,17,4,5,5,7,8,60,13,4,5,5,7,8,50,10,4,5,5,7,8,40,8,4,5,5,7,8,30,5,4,5,5,5,5,20,3,3,3,3,3,3
2025240,2025-09-07,69,69,17,4,4,5,5,6,59,15,4,4,5,5,6,49,9,4,4,5,5,6,39,7,4,4,5,5,7,29,6,4,4,6,6,6,19,5,4,5,5,5,5
2025241,2025-09-08,70,70,17,3,4,5,6,8,60,14,3,4,5,6,8,50,12,3,4,5,6,8,40,9,3,4,5,6,9,30,5,3,4,4,5,5,20,3,2,3,3,3,3
2025242,2025-09-09,67,67,17,7,8,12,13,14,57,16,7,8,12,13,14,47,15,7,8,12,13,14,37,14,7,8,12,13,14,27,12,7,8,12,12,12,17,9,7,9,9,9,9
2025243,2025-09-10,62,62,19,4,5,7,10,13,52,15,4,5,7,10,13,42,13,4,5,7,10,13,32,10,4,5,7,10,10,22,7,4,6,7,7,7,12,2,2,2,2,2,2
2025244,2025-09-11,70,70,18,3,4,6,8,11,60,16,3,4,6,8,11,50,14,3,4,6,8,11,40,12,3,4,6,8,12,30,7,3,4,6,7,7,20,4,3,4,4,4,4
2025245,2025-09-12,70,70,17,3,5,5,7,9,60,14,3,5,5,7,9,50,11,3,5,5,7,9,40,9,3,5,5,7,9,30,5,3,5,5,5,5,20,3,3,3,3,3,3
2025246,2025-09-13,69,69,18,3,3,4,8,10,59,17,3,3,4,8,10,49,15,3,3,4,8,10,39,11,3,3,4,8,11,29,5,3,3,4,5,5,19,4,3,4,4,4,4
2025247,2025-09-14,71,71,19,4,4,4,8,12,61,16,4,4,4,8,12,51,14,4,4,4,8,12,41,13,4,4,4,8,12,31,7,4,4,4,6,7,21,5,4,4,5,5,5
2025248,2025-09-15,70,70,18,4,6,6,7,10,60,14,4,6,6,7,10,50,13,4,6,6,7,10,40,10,4,6,6,7,10,30,7,4,6,6,7,7,20,5,5,5,5,5,5
2025249,2025-09-16,68,68,15,2,4,5,7,8,58,13,2,4,5,7,8,48,9,2,4,5,7,8,38,7,2,4,5,7,7,28,5,2,4,5,5,5,18,4,3,4,4,4,4
2025250,2025-09-17,67,67,17,5,6,8,9,11,57,16,5,6,8,9,11,47,14,5,6,8,9,11,37,11,5,6,8,9,11,27,9,5,6,8,9,9,17,6,4,6,6,6,6
2025251,2025-09-18,66,66,16,7,7,7,8,10,56,14,7,7,7,8,10,46,12,7,7,7,8,10,36,9,7,7,7,8,9,26,8,7,7,8,8,8,16,6,6,6,6,6,6
2025252,2025-09-19,66,66,17,1,2,4,5,8,56,14,1,2,4,5,8,46,10,1,2,4,5,8,36,8,1,2,4,5,8,26,4,1,3,4,4,4,16,2,2,2,2,2,2
2025253,2025-09-20,71,71,16,2,2,3,3,5,61,14,2,2,3,3,5,51,10,2,2,3,3,5,41,6,2,2,3,3,6,31,4,2,2,3,4,4,21,3,2,3,3,3,3
2025254,2025-09-21,72,72,18,6,8,8,9,12,62,15,6,8,8,9,12,52,14,6,8,8,9,12,42,12,6,8,8,9,12,32,11,6,8,8,11,11,22,6,5,5,6,6,6
2025255,2025-09-22,66,66,14,1,3,4,4,8,56,11,1,3,4,4,8,46,10,1,3,4,4,8,36,6,1,3,4,4,6,26,2,1,2,2,2,2,16,2,2,2,2,2,2
2025256,2025-09-23,69,69,19,6,7,9,10,13,59,18,6,7,9,10,13,49,16,6,7,9,10,13,39,14,6,7,9,10,14,29,10,6,7,9,10,10,19,7,5,7,7,7,7
2025257,2025-09-24,65,65,17,5,7,8,8,9,55,15,5,7,8,8,9,45,11,5,7,8,8,9,35,9,5,7,8,8,9,25,7,5,7,7,7,7,15,6,6,6,6,6,6
2025258,2025-09-25,66,66,18,6,7,9,9,12,56,16,6,7,9,9,12,46,14,6,7,9,9,13,36,11,6,7,9,9,11,26,7,6,7,7,7,7,16,6,6,6,6,6,6
2025259,2025-09-26,67,67,18,0,3,4,5,7,57,15,0,3,4,5,7,47,10,0,3,4,5,7,37,7,0,3,4,5,7,27,5,0,3,4,5,5,17,3,2,3,3,3,3
2025260,2025-09-27,71,71,18,1,3,3,5,7,61,14,1,3,3,5,7,51,10,1,3,3,5,7,41,7,1,3,3,5,7,31,4,1,3,3,4,4,21,2,1,2,2,2,2
2025261,2025-09-28,73,73,19,3,4,5,6,9,63,16,3,4,5,6,9,53,14,3,4,5,6,9,43,10,3,4,5,6,9,33,7,3,4,5,6,7,23,4,3,4,4,4,4
2025262,2025-09-29,71,71,17,5,6,8,8,11,61,16,5,6,8,8,11,51,13,5,6,8,8,11,41,11,5,6,8,8,11,31,8,5,6,8,8,8,21,7,5,7,7,7,7
2025263,2025-09-30,66,66,15,3,4,6,6,9,56,14,3,4,6,6,9,46,12,3,4,6,6,9,36,6,3,4,6,6,6,26,3,3,3,3,3,3,16,3,3,3,3,3,3
2025264,2025-10-05,67,67,18,5,7,8,10,14,57,16,5,7,8,10,14,47,14,5,7,8,10,14,37,12,5,7,8,10,12,27,8,5,7,8,8,8,17,6,6,6,6,6,6
2025265,2025-10-06,66,66,17,6,8,8,9,11,56,15,6,8,8,9,11,46,12,6,8,8,9,11,36,11,6,8,8,9,11,26,10,6,8,9,10,10,16,7,7,7,7,7,7
2025266,2025-10-07,64,64,15,4,6,8,8,10,54,14,4,6,8,8,10,44,12,4,6,8,8,10,34,9,4,6,8,8,9,24,6,4,5,6,6,6,14,4,4,4,4,4,4
2025267,2025-10-08,67,67,16,3,5,6,7,10,57,14,3,5,6,7,10,47,12,3,5,6,7,10,37,9,3,5,6,7,9,27,6,3,5,6,6,6,17,5,4,5,5,5,5
2025268,2025-10-09,66,66,18,3,5,6,9,11,56,16,3,5,6,9,11,46,12,3,5,6,9,11,36,11,3,5,6,9,11,26,9,3,5,8,9,9,16,4,3,4,4,4,4
2025269,2025-10-10,66,66,17,5,7,9,9,9,56,14,5,7,9,9,9,46,13,5,7,9,9,9,36,9,5,7,9,9,9,26,8,5,7,8,8,8,16,3,3,3,3,3,3
2025270,2025-10-11,67,67,15,3,3,5,5,10,57,14,3,3,5,5,10,47,13,3,3,5,5,10,37,9,3,3,5,5,9,27,7,3,3,5,7,7,17,4,3,4,4,4,4
